,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer
1230,2113579,Capri Blue,Candles & Home Scents,Exotic Blossom & Basil Diffuser,7.75 oz/ 230 mL,2.5,2,225,40.0,40.0,no options,1,0,0,0
1231,2271492,Capri Blue,Candles,Guava Blossom Mercury Candle,15 oz/ 425 g,0.0,0,100,40.0,40.0,no options,1,0,0,0
1232,2271518,Capri Blue,Candles,Blue Jean Mercury Candle,15 oz/ 425 g,5.0,1,48,40.0,40.0,no options,1,0,0,0
1233,2113652,Capri Blue,Candles & Home Scents,Blue Jean Diffuser,8 oz/ 236 mL,1.0,1,92,34.0,34.0,no options,1,0,0,0
1234,2249795,Capri Blue,Candles & Home Scents,Volcano Room Spray,4 oz/ 118 mL,3.5,2,160,22.0,22.0,no options,1,0,0,0
1235,2113660,Capri Blue,Candles & Home Scents,Exotic Blossom & Basil Candle,11 oz,0.0,0,270,40.0,40.0,no options,1,0,0,0
1236,1960707,Carolina Herrera,Perfume,Good Girl Eau de Parfum,1.7 oz/ 50 mL,4.5,265,24200,96.0,96.0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 2.7 oz/ 80 mL Eau de Parfum Spray - 0.30 oz/ 10 mL Eau de Parfum Rollerball,1,0,0,0
1237,2082261,Carolina Herrera,Rollerballs & Travel Size,GOOD GIRL Rollerball,0.30 oz/ 10 mL,5.0,46,6000,28.0,28.0, - 0.30 oz/ 10 mL Eau de Parfum Rollerball ,1,0,0,0
1238,2099752,Carolina Herrera,Perfume,Good Girl Eau de Parfum Légère,1.7oz/ 50mL,4.5,28,3100,96.0,96.0, - 1oz/30mL Spray Eau de Parfum - 1.7oz/ 50mL Spray Eau de Parfum  - 2.7oz/80mL Spray Eau de Parfum - .34oz/10mL Eau de Parfum  Rollerball,1,0,0,0
1239,2320356,Carolina Herrera,Perfume,Good Girl Eau de Parfum in Fantastic Pink,2.7 oz/ 80 mL,4.0,1,594,124.0,124.0,no options,0,0,0,0
1241,348946,Carolina Herrera,Cologne,212 Men,1.7 oz,5.0,80,2300,72.0,72.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1242,795393,Carolina Herrera,Perfume,212 Sexy,2 oz,4.0,150,4100,84.0,84.0, - 2 oz Eau de Parfum Spray ,0,0,0,0
1243,11023,Carolina Herrera,Perfume,212,2 oz,4.5,127,2900,86.0,86.0, - 2 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1244,2171296,Carolina Herrera,Rollerballs & Travel Size,Légère Rollerball,.34oz/10mL,5.0,4,958,28.0,28.0, - .34oz/10mL Eau de Parfum  Rollerball ,1,0,0,0
1245,1110352,Carolina Herrera,Cologne,212 Sexy Men,3.4 oz,4.5,48,656,92.0,92.0, - 3.4 oz Eau de Toilette Spray ,0,1,0,0
1247,1637941,Carolina Herrera,Perfume,212 VIP ROSÉ,1.7 oz,4.5,10,1500,86.0,86.0, - 1.7 oz Eau de Parfum Spray  - 2.7 oz Eau de Parfum Spray,0,0,0,0
1249,2114932,Caudalie,Face Serums,Vinopure Natural Salicylic Acid Pore Minimizing Serum,1 oz/ 30 mL,4.5,751,53400,49.0,49.0,no options,0,0,0,0
1253,2114924,Caudalie,Toners,Vinopure Natural Salicylic Acid Pore Minimizing Toner,6.7 oz/ 200 mL,4.0,242,25900,28.0,28.0,no options,0,0,0,0
1254,1698018,Caudalie,Face Masks,Instant Detox Mask,2.5 oz/ 75 mL,4.5,552,43500,39.0,39.0,no options,0,0,0,0
1256,1424241,Caudalie,Face Serums,Vinosource SOS Deep Hydration Serum,1 oz/ 30 mL,4.5,805,42400,49.0,49.0,no options,0,0,0,0
1259,2346187,Caudalie,Moisturizers,Vinoperfect Brightening Moisturizer with Niacinamide,1.6 oz/ 50 mL,5.0,103,2000,59.0,59.0,no options,0,1,0,0
1262,2255057,Caudalie,Face Wash & Cleansers,Vinopure Pore Purifying Gel Cleanser,5 oz/ 150 mL,4.5,149,14000,28.0,28.0,no options,0,0,0,0
1265,1754084,Caudalie,Night Creams,Resveratrol Lift Night Infusion Cream,1.7 oz/ 50 mL,4.0,78,9500,76.0,76.0,no options,0,0,0,0
1267,1943026,Caudalie,Mists & Essences,Vinoperfect Brightening Glycolic Essence,5 oz/ 150 mL,4.5,436,43900,49.0,49.0,no options,0,0,0,0
1269,2030492,Caudalie,Moisturizers,Premier Cru Anti-Aging Rich Cream,1.7 oz/ 50 mL,4.5,39,3000,140.0,140.0,no options,0,0,0,0
1270,1931708,Caudalie,Eye Creams & Treatments,VineActiv Vitamin C Energizing Eye Cream,15 mL/ 0.5 oz,4.0,143,13800,39.0,39.0,no options,0,0,0,0
1271,1859792,Caudalie,Exfoliators,Deep Cleansing Exfoliator,2.5 oz/ 75 mL,4.5,170,16500,35.0,35.0,no options,0,0,0,0
1272,1931724,Caudalie,Face Oils,Vine[activ] Overnight Detox Oil,1 oz/ 30 mL,4.5,157,23100,50.0,50.0,no options,0,0,0,0
1273,1754092,Caudalie,Eye Creams & Treatments,Resveratrol Lift Hyaluronic Acid Eye Lifting Balm,0.5 oz/ 15 mL,4.0,224,17900,62.0,62.0,no options,0,0,0,0
1275,2030476,Caudalie,Moisturizers,Premier Cru Anti-Aging Cream,1.7 oz/ 50 mL,4.5,56,3600,140.0,140.0,no options,0,0,0,0
1276,1698026,Caudalie,Facial Peels,Glycolic Peel,2.5 oz/ 75 mL,4.0,145,20500,39.0,39.0,no options,0,0,0,0
1277,2030484,Caudalie,Eye Creams & Treatments,Premier Cru Anti-Aging Eye Cream,0.5 oz/ 15 mL,3.5,132,5900,99.0,99.0,no options,0,0,0,0
1280,1789874,Caudalie,Moisturizers,Resveratrol Lift Face Lifting Soft Cream,1.7 oz/ 50 mL,4.0,125,9100,76.0,76.0,no options,0,1,0,0
1281,1931062,Caudalie,Face Serums,VineActiv Vitamin C Anti-Wrinkle Serum,1 oz/ 30 mL,4.0,164,14700,52.0,52.0,no options,0,0,0,0
1282,2114940,Caudalie,Moisturizers,Vinopure Natural Oil Control Moisturizer,1.3 oz/ 40 mL,3.5,78,7500,39.0,39.0,no options,0,0,0,0
1284,2024370,Caudalie,Face Serums,Premier Cru Anti-Aging Serum,1 oz/ 30 mL,4.0,95,6800,150.0,150.0,no options,0,0,0,0
1286,1698034,Caudalie,Face Masks,Moisturizing Mask,2.5 oz/ 75 mL,4.5,77,9500,39.0,39.0,no options,0,0,0,0
1287,1754068,Caudalie,Face Serums,Resveratrol Lift Firming Serum,1 oz/ 30 mL,4.5,84,10600,82.0,82.0,no options,0,0,0,0
1288,1604578,Caudalie,Face Oils,Vinosource Overnight Recovery Oil,1 oz/ 30 mL,4.5,86,9600,50.0,50.0,no options,0,0,0,0
1289,1257419,Caudalie,Scrub & Exfoliants,Crushed Cabernet Scrub,5.3 oz/ 150 g,4.5,172,9100,38.0,38.0,no options,0,0,0,0
1291,241653,Caudalie,Lip Balms & Treatments,Lip Conditioner,0.15 oz/ 4.5 g,4.0,1000,20000,12.0,12.0,no options,0,0,0,0
1292,2030500,Caudalie,Face Oils,Premier Cru Anti-Aging Precious Oil,1 oz/ 30 mL,4.5,37,3600,89.0,89.0,no options,0,0,0,0
1293,1698042,Caudalie,Face Masks,Purifying Mask,2.5 oz/ 75 mL,4.0,67,8900,39.0,39.0,no options,0,0,0,0
1294,1931716,Caudalie,Moisturizers,VineActiv 3 in 1 Vitamin C Anti-Wrinkle Moisturizer,1.3 oz/ 40 mL,3.5,41,3600,44.0,44.0,no options,0,0,0,0
1295,2340057,Caudalie,Body Lotions & Body Oils,Hyaluronic Acid Nourishing Body Lotion,6.7 oz/ 200 ml,2.0,2,894,25.0,25.0,no options,0,0,0,0
1296,241539,Caudalie,Moisturizers,Premieres Vendanges Moisturizing Cream,1.35 oz/ 40 mL,4.5,231,6000,35.0,35.0,no options,0,0,0,0
1299,2271245,Caudalie,Hand Cream & Foot Cream,Vinoperfect Brightening Hand Cream,1.6 oz/ 50 mL,4.0,5,1400,20.0,20.0,no options,1,0,0,0
1300,1859784,Caudalie,Exfoliators,Gentle Buffing Cream,2.5 oz/ 75 mL,4.5,223,6900,35.0,35.0,no options,0,0,0,0
1304,2340099,Caudalie,Cellulite & Stretch Marks,Vinosculpt Lift & Firm Body Cream,8.4 oz/ 250 mL,4.5,103,3800,45.0,45.0,no options,0,0,0,0
1306,513168,CHANEL,Perfume,COCO MADEMOISELLE Eau de Parfum,1.7 oz/ 50 mL,4.5,627,111700,105.0,105.0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
1307,1237379,CHANEL,Perfume,CHANCE EAU TENDRE Eau de Toilette,1.7 oz,5.0,447,68800,85.0,85.0, - 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1308,1695972,CHANEL,Cologne,BLEU DE CHANEL Eau de Parfum,1.7 oz,5.0,130,18400,95.0,95.0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray - 5 oz Eau de Parfum Spray,0,0,0,0
1309,1284710,CHANEL,Cologne,BLEU DE CHANEL Eau de Toilette,1.7 oz,5.0,81,13200,77.0,77.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray - 5 oz Eau de Toilette Spray,0,0,0,0
1310,2170678,CHANEL,Perfume,Chance Eau Tendre Eau de Parfum,1.7oz/50mL,4.5,97,16500,105.0,105.0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7oz/50mL Eau de Parfum Spray  - 3.4oz/100mL Eau de Parfum Spray,0,0,0,0
1311,1001098,CHANEL,Perfume,CHANCE EAU FRAÎCHE Eau de Toilette,3.4 oz,4.5,216,28000,115.0,115.0, - Out of stock: 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray - 3.4 oz Eau de Toilette Spray ,0,0,0,0
1312,2040475,CHANEL,Perfume,COCO MADEMOISELLE Eau de Parfum Intense,1.7 oz/ 50 mL,4.5,115,17900,115.0,115.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 6.8 oz/ 200mL Eau de Parfum Spray,0,0,0,0
1313,909093,CHANEL,Perfume,CHANCE Eau de Parfum,1.7 oz,5.0,80,16700,105.0,105.0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,0,0,0,0
1315,2238145,CHANEL,Perfume,GABRIELLE CHANEL ESSENCE Eau de Parfum,3.4 oz/ 100 mL,4.5,38,6000,135.0,135.0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau De Parfum Spray - 3.4 oz/ 100 mL Eau De Parfum Spray ,0,0,0,0
1316,1982610,CHANEL,Perfume,GABRIELLE CHANEL Eau de Parfum,3.4 oz/ 100 mL,4.0,309,24900,135.0,135.0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0
1317,465690,CHANEL,Perfume,N°5 Eau de Parfum,1.7 oz,4.5,93,17700,105.0,105.0, - 1.2 oz Eau de Parfum Travel Spray - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,0,0,0,0
1318,2065423,CHANEL,Cologne,BLEU DE CHANEL PARFUM,1.7oz / 50mL ,5.0,23,3000,125.0,125.0, - 1.7oz / 50mL  Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
1319,1663640,CHANEL,Perfume,COCO NOIR,1.7 oz,4.5,62,8800,105.0,105.0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,0,0,0,0
1320,625178,CHANEL,Perfume,CHANCE Eau de Toilette,1.7 oz,4.5,69,11000,85.0,85.0, - 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1322,772608,CHANEL,Cologne,ALLURE HOMME SPORT Eau de Toilette,1.7 oz,5.0,23,3200,77.0,77.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1323,50823,CHANEL,Cologne,PLATINUM ÉGOÏSTE Eau de Toilette,1.7 oz,5.0,28,3000,75.0,75.0, - 1.7 oz Eau De Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1324,1566793,CHANEL,Body Sprays & Deodorant,BLEU DE CHANEL Deodorant Stick,2 oz,4.5,26,3200,25.0,25.0,no options,0,0,0,0
1325,1837624,CHANEL,Perfume,N°5 L’EAU,1.7 oz/ 50 mL,4.0,154,14200,105.0,105.0, - 1.2 oz/ 35 mL Eau de Toilette Spray - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray,0,0,0,0
1326,465682,CHANEL,Perfume,COCO Eau de Parfum,1.7 oz,5.0,29,6300,105.0,105.0, - 1.7 oz Eau de Parfum Spray ,0,0,0,0
1327,710970,CHANEL,Perfume,N°5 Eau de Toilette,1.7 oz,4.5,20,3400,85.0,85.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1328,675140,CHANEL,Perfume,COCO MADEMOISELLE Eau de Toilette,1.7 oz,5.0,54,9900,85.0,85.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1329,1285923,CHANEL,Lotions & Oils,COCO MADEMOISELLE Moisturizing Body Lotion,6.8 oz,4.5,22,7900,55.0,55.0,no options,0,0,0,0
1330,1418516,CHANEL,Cologne,ALLURE HOMME SPORT EAU EXTRÊME Eau de Parfum,1.7 oz,4.5,7,1800,95.0,95.0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,0,0,0,0
1331,2248458,CHANEL,Perfume Gift Sets,COCO MADEMOISELLE Eau de Parfum Intense & Body Lotion Set,3.4 oz/ 100 mL & 6.8 oz/ 200 mL,3.5,3,1500,200.0,200.0,no options,1,0,1,0
1332,43620,CHANEL,Perfume,ALLURE Eau de Toilette,1.7 oz,5.0,14,2900,85.0,85.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1334,1834654,CHANEL,Lotions & Oils,CHANCE EAU VIVE Body Moisture,6.8 oz/ 200 mL,3.0,2,2200,55.0,55.0,no options,1,0,0,0
1335,388512,CHANEL,Perfume,ALLURE Eau de Parfum,1.7 oz,4.5,16,3100,105.0,105.0,no options,0,0,0,0
1336,273433,CHANEL,Cologne,ALLURE HOMME Eau de Toilette,1.7 oz,4.5,11,1400,75.0,75.0, - 1.7 oz Eau de Toilette   - 3.4 oz Eau de Toilette ,0,0,0,0
1337,1284736,CHANEL,Bath & Shower,BLEU DE CHANEL After Shave Lotion,3.4 oz,4.0,6,729,60.0,60.0,no options,0,0,0,0
1338,1285931,CHANEL,Bath & Shower,COCO MADEMOISELLE Foaming Shower Gel,6.8 oz,4.0,8,5700,55.0,55.0,no options,0,0,0,0
1339,1609460,CHANEL,Perfume,N°5 EAU PREMIÈRE Eau de Parfum,1.7 oz,4.0,38,6400,105.0,105.0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,0,0,0,0
1341,43687,CHANEL,Perfume,N°5 Parfum,0.25 oz,3.5,7,4300,130.0,130.0, - 0.5 oz Parfum  - 0.25 oz Parfum  ,0,0,0,0
1342,1574292,CHANEL,Lotions & Oils,N°5 Body Lotion,6.8 oz,4.0,7,3400,55.0,55.0,no options,1,0,0,0
1344,1834647,CHANEL,Bath & Shower,CHANCE EAU VIVE Foaming Shower Gel,6.8 oz/ 200 mL,4.5,4,2500,55.0,55.0,no options,1,0,0,0
1347,1695998,CHANEL,Perfume,CHANCE EAU VIVE,1.7 oz/ 50 mL,4.5,55,8800,85.0,85.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray,0,0,0,0
1348,860312,CHANEL,Body Sprays & Deodorant,PLATINUM ÉGOÏSTE Deodorant Stick,2 oz,4.5,10,2100,25.0,25.0,no options,0,0,0,0
1349,49890,CHANEL,Perfume,COCO Eau de Toilette,1.7 oz,5.0,13,2300,85.0,85.0, - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0
1350,1574276,CHANEL,Bath & Shower,N°5 Shower Gel,6.8 oz,4.5,3,2200,55.0,55.0,no options,1,0,0,0
1351,1158336,CHANEL,Lotions & Oils,CHANCE EAU FRAÎCHE Moisturizing Body Cream,7 oz,4.5,6,2100,85.0,85.0,no options,0,0,0,0
1353,1158344,CHANEL,Bath & Shower,CHANCE EAU FRAÎCHE Foaming Shower Gel,6.7 oz,5.0,2,2000,55.0,55.0,no options,0,0,0,0
1354,2120780,CHANEL,Perfume,"CHANCE EAU TENDRE
Delicate Fragrance Touch-Up",0.18 oz,2.5,6,1300,70.0,70.0,no options,1,0,1,0
1355,2256402,CHANEL,Lotions & Oils,Bleu de Chanel 2 in 1 Moisturizer,1.7 oz/50mL,5.0,1,192,60.0,60.0,no options,1,0,0,0
1356,2040517,CHANEL,Lotions & Oils,N°5 L'eau Hand Cream,1.7 oz/ 50 mL,5.0,2,3700,55.0,55.0,no options,0,0,0,0
1357,2079945,CHANEL,Perfume,N°5 L'EAU L'eau All-Over Spray,5 oz/ 150 mL,5.0,2,1400,60.0,60.0,no options,1,0,0,0
1358,2308930,Charlotte Tilbury,Eye Palettes,Luxury Eyeshadow Palette,0.18 oz/ 5.1 g,4.0,188,139000,53.0,53.0,no options,0,0,0,0
1359,2116341,Charlotte Tilbury,Setting Spray & Powder,Airbrush Flawless Finish Setting Powder,0.28 oz,4.0,926,124500,45.0,45.0,no options,0,0,0,0
1360,2116879,Charlotte Tilbury,Lipstick,Matte Revolution Lipstick,0.12 oz,4.5,367,151700,34.0,34.0,no options,0,0,0,0
1361,2116515,Charlotte Tilbury,Lip Liner,Lip Cheat Lip Liner,.04 oz / 1.2 g,4.5,142,111900,22.0,22.0,no options,0,0,0,0
1363,2309383,Charlotte Tilbury,Lipstick,Matte Revolution Lipstick- Pillow Talk Collection,0.12 oz,4.0,494,9500,34.0,34.0,no options,0,0,0,0
1365,2309409,Charlotte Tilbury,Lip Liner,Lip Cheat Lip Liner - Pillow Talk Collection,.04 oz / 1.2 g,4.0,238,7900,22.0,22.0,no options,0,0,0,0
1366,2310456,Charlotte Tilbury,Eyeliner,Matte & Metallic Double Ended Eyeliner - Eye Color Magic Collection,0.17 oz./ 5g,4.0,12,7700,30.0,30.0,no options,0,0,1,0
1367,2116044,Charlotte Tilbury,Highlighter,Hollywood Flawless Filter,1.0 oz/ 30 mL,4.5,528,75200,44.0,44.0,no options,0,0,0,0
1370,2182566,Charlotte Tilbury,Eye Palettes,Luxury Eyeshadow Palette - Pillow Talk Collection,0.18 oz/ 5.1 g,3.5,202,6200,53.0,53.0,no options,0,0,0,0
1371,2115939,Charlotte Tilbury,Contour,Filmstar Bronze & Glow Contour Duo,0.56 oz ,4.5,168,44400,68.0,68.0,no options,0,0,0,0
1372,2182574,Charlotte Tilbury,Blush,Cheek To Chic Blush,.28 oz/ 8g,4.0,136,53500,40.0,40.0,no options,0,0,0,0
1373,2201473,Charlotte Tilbury,Eyeshadow,Eyes To Mesmerize Cream Eyeshadow,0.24 oz/ 7mL,4.5,230,60900,32.0,32.0,no options,1,0,0,0
1374,2136521,Charlotte Tilbury,Concealer,Magic Away Concealer,0.13 oz/ 4mL,3.5,282,40100,32.0,32.0,no options,0,0,0,0
1375,2116739,Charlotte Tilbury,Lipstick,K.I.S.S.I.N.G Lipstick,0.12 oz,4.0,137,50900,34.0,34.0,no options,0,0,0,0
1376,2115954,Charlotte Tilbury,Contour,Hollywood Contour Wand,0.40 oz/ 12mL,4.0,173,32900,38.0,38.0,no options,0,0,0,0
1378,2245199,Charlotte Tilbury,Lip Gloss,Lip Lustre Lip Gloss,0.11 Fl. Oz/ 3.5 mL,3.5,73,29300,22.0,22.0,no options,0,1,0,0
1379,2116895,Charlotte Tilbury,Lipstick,Hot Lips Lipstick,0.12 oz,4.0,124,40900,34.0,34.0,no options,0,0,0,0
1380,2201408,Charlotte Tilbury,Highlighter,Beauty Highlighter Wand,0.41 fl oz/ 12 mL,4.0,130,23000,38.0,38.0,no options,0,0,0,0
1381,2116135,Charlotte Tilbury,Foundation,Light Wonder Foundation,1.4 oz/ 40 mL,4.0,213,29000,46.0,46.0,no options,0,0,0,0
1382,2309425,Charlotte Tilbury,Blush,Cheek to Chic Blush - Pillow Talk Collection,.28 oz/ 8g,4.0,96,6400,40.0,40.0,no options,0,0,0,0
1383,2245199,Charlotte Tilbury,Lip Gloss,Lip Lustre Lip Gloss - Pillow Talk Collection,0.11 Fl. Oz/ 3.5 mL,3.5,68,5400,22.0,22.0,no options,0,1,0,0
1385,2244606,Charlotte Tilbury,Lipstick,Superstar Lips Lipstick - Pillow Talk Collection,.06 oz/ 1.8 g,4.0,116,3400,34.0,34.0,no options,0,0,0,0
1386,2117125,Charlotte Tilbury,Eye Creams & Treatments,Magic Eye Rescue Cream,0.51 oz/ 15 mL,4.5,455,9100,60.0,60.0,no options,1,0,0,0
1387,2307825,Charlotte Tilbury,Eye Palettes,Darling Eyeshadow Palette,0.19 oz/ 5.4 g,4.5,26,15300,57.0,57.0,no options,0,0,0,0
1389,2309433,Charlotte Tilbury,Eyeliner,Eyeliner - Pillow Talk Collection,0.04 oz/ 1.2 ml,4.0,47,8400,27.0,27.0,no options,0,0,0,0
1390,2117190,Charlotte Tilbury,Tinted Moisturizer,Unisex Healthy Glow Tinted Moisturizer,1.35 oz/ 40 mL,4.0,85,8900,40.0,40.0,no options,1,0,0,0
1391,2138816,Charlotte Tilbury,Mascara,Legendary Lashes Volume 2 Mascara,0.27 oz/ 8mL,4.0,120,9600,32.0,32.0,no options,0,0,0,0
1393,2115558,Charlotte Tilbury,Eyeliner,Rock 'N' Kohl Eyeliner Pencil,.04 oz,4.0,85,16800,27.0,27.0,no options,0,0,0,0
1394,2102465,Charlotte Tilbury,Eyeshadow,Colour Chameleon Eye Shadow Pencil,.056 oz,4.5,502,32500,27.0,27.0,no options,0,0,0,0
1395,2117133,Charlotte Tilbury,Face Primer,Wonderglow Face Primer,1.35 oz/ 40mL,3.5,96,14700,55.0,55.0,no options,0,0,0,0
1396,2137065,Charlotte Tilbury,Foundation,Magic Foundation,1.0 oz/ 30 mL,4.0,174,24900,44.0,44.0,no options,0,0,0,0
1397,2117208,Charlotte Tilbury,Face Masks,Goddess Clay Mask,2.54 oz/ 75 mL,4.5,36,7200,55.0,55.0,no options,1,0,0,0
1399,2309391,Charlotte Tilbury,Lipstick,K.I.S.S.I.N.G Lipstick - Pillow Talk Collection,0.12 oz,4.5,28,5500,34.0,34.0,no options,0,0,0,0
1400,2115665,Charlotte Tilbury,Eyebrow,Legendary Brows Eyebrow Gel,.045 oz/ 1.33 mL,4.0,123,13200,22.5,22.5,no options,0,0,0,0
1401,2117117,Charlotte Tilbury,Moisturizers,Charlotte's Magic Night Cream,1.7 oz/ 50 mL,3.5,58,3800,145.0,145.0,no options,1,0,0,0
1405,2322501,Charlotte Tilbury,Eyebrow,Brow Lift Eyebrow Pencil,0.02 oz/ 0.57 g,4.0,38,6600,30.0,30.0,no options,0,0,0,0
1406,2310472,Charlotte Tilbury,Eyeliner,Feline Flick Volume 2 Liquid Eyeliner,0.03 oz/ 1 mL,3.5,47,4000,30.0,30.0,no options,0,0,0,0
1408,2102457,Charlotte Tilbury,Eyeliner,The Classic Eye Powder Pencil,.04 oz,4.0,33,5200,22.0,22.0,no options,0,0,0,0
1411,2116382,Charlotte Tilbury,Blush,Beach Lip & Cheek Stick,0.23 oz/ 6.8 mL,4.0,45,15700,45.0,45.0,no options,0,0,0,0
1412,2117141,Charlotte Tilbury,Face Primer,Brightening Youth Glow Primer,1.35 oz/ 40mL,4.0,16,6100,55.0,55.0,no options,1,0,0,0
1413,2102556,Charlotte Tilbury,Mascara,Full Fat Lashes Mascara,0.27 oz,3.0,63,4500,29.0,29.0,no options,0,0,0,0
1414,2117083,Charlotte Tilbury,Lipstick,Hollywood Lips Liquid Lipstick,0.24 oz/ 7mL,4.0,40,17600,34.0,34.0,no options,0,0,0,0
1415,2132546,Charlotte Tilbury,Highlighter,Bar Of Gold Highlighting Palette,0.26 oz,4.0,123,31400,58.0,58.0,no options,0,0,0,0
1417,2118404,Charlotte Tilbury,Face Wash & Cleansers,Multi-Miracle Glow Cleansing Balm,3.4 oz/ 100 mL,4.5,29,4600,60.0,60.0,no options,1,0,0,0
1421,2328466,Charlotte Tilbury,Lipstick,Hot Lips Lipstick 2 Refills,0.12 oz / 3.5g,0.0,0,2700,25.0,25.0,no options,1,0,0,0
1424,2314219,Charlotte Tilbury,Concealer,Miracle Eye Wand Brightening Duo,0.18 oz/ 5.2 g,3.5,8,3400,45.0,45.0,no options,1,0,0,0
1432,2295491,Charlotte Tilbury,Face Masks,Mini Goddess Clay Mask 15ml Travel Size,0.5 oz/ 15 mL,3.0,5,1600,15.0,15.0,no options,0,0,0,0
1433,1239813,Chloé,Perfume,Chloé Eau de Parfum,2.5 oz/ 75 mL,4.5,1000,89000,132.0,132.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 2.5 oz/ 75 mL Eau de Parfum Spray  - 4.2 oz/ 124 mL Eau de Parfum Spray - .33oz /10ml Eau de Parfum Rollerball,0,0,0,0
1434,1580448,Chloé,Perfume,Roses De Chloé,2.5 oz/ 75 mL,4.5,467,28500,125.0,125.0, - 1 oz Eau de Toilette Spray - 1.7 oz/ 50 mL Eau de Toilette Spray - 2.5 oz/ 75 mL Eau de Toilette Spray  - 0.33 oz/ 9.8 mL Eau de Toilette Rollerball,0,0,0,0
1435,2037471,Chloé,Perfume,Nomade Eau de Parfum,2.5 oz/ 75 mL,4.0,258,14300,132.0,132.0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 2.5 oz/ 75 mL Eau de Parfum Spray  - 0.33 oz/ 10 mL Eau de Parfum Travel Spray,0,0,0,0
1436,1284025,Chloé,Rollerballs & Travel Size,Chloé Rollerball,.33oz /10ml,4.5,44,0,34.0,34.0,no options,0,1,0,0
1437,1659390,Chloé,Perfume,Love Story,2.5 oz/ 75 mL,4.5,194,13100,132.0,132.0,no options,0,0,0,0
1439,2037406,Chloé,Rollerballs & Travel Size,Nomade Eau de Parfum Travel Spray,0.33 oz/ 10 mL,5.0,84,8400,34.0,34.0,no options,0,1,0,0
1440,2249241,Chloé,Perfume,Chloe L'Eau,3.4 oz/ 100 mL,4.0,326,1600,119.0,119.0, - 1 oz/ 30 mL  Spray - 1.7 oz/ 50 mL  Spray - 3.4 oz/ 100 mL  Spray ,0,0,0,0
1441,1239847,Chloé,Lotions & Oils,Chloé Perfumed Body Lotion,6.7 oz/ 200 mL,5.0,15,3800,53.0,53.0,no options,0,0,0,0
1442,1751007,Chloé,Rollerballs & Travel Size,Roses De Chloé Rollerball,0.33 oz/ 9.8 mL,4.5,89,10500,30.0,30.0,no options,0,0,0,0
