,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer
5631,2267524,Moroccanoil,Hair Masks,Color Depositing Mask Mini,1 oz/ 30 mL,3.5,790,16600,7.0,7.0,no options,0,0,0,0
5636,2030435,Moroccanoil,Leave-In Conditioner,Intense Curl Cream,10.2 oz/ 300 mL,4.0,32,7600,34.0,34.0,no options,0,0,0,0
5637,2030260,Moroccanoil,Shampoo,Clarifying Shampoo,8.5 oz/ 250 mL,4.5,26,5300,26.0,26.0,no options,1,0,0,0
5643,2155430,Moroccanoil,Hand Cream & Foot Cream,Hand Cream,2.5 oz/ 75 mL,4.5,7,1000,24.0,24.0,no options,0,0,0,0
5644,1872910,Moroccanoil,Body Lotions & Body Oils,Body Soufflé,6.4 oz/ 190 mL,4.0,67,6400,56.0,56.0,no options,0,0,0,0
5646,1872928,Moroccanoil,Body Lotions & Body Oils,Body Butter,6.4 oz/ 190 mL,4.5,31,3700,56.0,56.0,no options,0,0,0,0
5648,2030534,Moroccanoil,Hair Spray,Luminous Hairspray Medium Hold,10 oz/ 330 mL,4.5,20,4400,24.0,24.0,no options,0,0,0,0
5653,2030567,Moroccanoil,Hair Styling Products,Root Boost,8.5 oz/ 250 mL,4.0,29,5100,28.0,28.0,no options,0,0,0,0
5654,2030609,Moroccanoil,Hair Styling Products,Volumizing Mousse,8.5 oz/ 250 mL,4.5,7,1900,28.0,28.0,no options,1,0,0,0
5656,2135598,Moroccanoil,Body Lotions & Body Oils,Night Body Serum,3.4 oz/ 100 mL,4.0,58,6000,62.0,62.0,no options,0,0,0,0
5657,2030443,Moroccanoil,Scalp & Hair Treatments,Dry Scalp Treatment,1.5 oz/ 45 mL,4.0,20,5400,38.0,38.0,no options,0,0,0,0
5664,2030419,Moroccanoil,Hair Masks,Weightless Hydrating Mask,8.5 oz/ 250 mL,4.5,8,1800,38.0,38.0,no options,1,0,0,0
5671,1872902,Moroccanoil,Body Wash & Shower Gel,Shower Gel,8.4 oz/ 250 mL,4.0,25,3800,30.0,30.0,no options,0,0,0,0
5672,1999655,Moroccanoil,Scalp & Hair Treatments,Mending Infusion,2.5 oz/ 75 mL,3.5,31,6100,28.0,28.0,no options,0,0,0,0
5674,1872878,Moroccanoil,Body Lotions & Body Oils,Pure Argan Oil,1.7 oz/ 50 mL,4.5,19,6100,52.0,52.0,no options,0,0,0,0
5678,2030518,Moroccanoil,Hair Styling Products,Blow-Dry Concentrate,1.7 oz/ 50 mL,4.0,23,3400,28.0,28.0,no options,1,0,0,0
5681,2030583,Moroccanoil,Hair Styling Products,Texture Clay,2.6 oz/ 75 mL,4.5,4,714,28.0,28.0,no options,1,0,0,0
5682,1906247,Moroccanoil,Shampoo,Moisture & Shine Shampoo,6.7 oz/ 200 mL,3.5,64,4600,26.0,26.0,no options,0,0,0,0
5683,1873207,Moroccanoil,Body Sunscreen,Sun Oil 15 SPF,5 oz/ 150 mL,5.0,16,2500,32.0,32.0,no options,0,0,0,0
5687,1873074,Moroccanoil,Conditioner,Conditioner,6.7 oz/ 200 mL,3.5,49,4300,26.0,26.0,no options,0,0,0,0
5688,2030591,Moroccanoil,Hair Styling Products,Thickening Lotion,3.4 oz/ 100 mL,4.0,18,2100,28.0,28.0,no options,1,0,0,0
5689,2030427,Moroccanoil,Hair Styling Products,Curl Control Mousse,5.1 oz/ 150 mL,3.5,21,2400,28.0,28.0,no options,1,0,0,0
5690,1869296,Moroccanoil,Hair,Body Soufflé Mini,1.5 oz/ 45 mL,3.5,12,2900,20.0,20.0,no options,0,0,0,0
5692,2135606,Moroccanoil,Body Wash & Shower Gel,Moroccanoil Body™ Soap,7 oz/ 200 g,3.5,19,1600,14.0,14.0,no options,0,0,0,0
5693,1873199,Moroccanoil,Body Lotions & Body Oils,Intense Hydrating Treatment,3.4 oz/ 100 mL,3.0,7,1000,38.0,38.0,no options,0,0,0,0
5699,1873231,Moroccanoil,After Sun Care,After-Sun Milk Soothing Body Lotion,5 oz/ 150 mL,4.5,11,3600,28.0,28.0,no options,0,0,0,0
5705,1872860,Moroccanoil,Body Lotions & Body Oils,Shimmering Body Oil,1.7 oz/ 50 mL,4.0,18,5300,48.0,48.0,no options,0,0,0,0
5707,2030450,Moroccanoil,Scalp & Hair Treatments,Oily Scalp Treatment,1.5 oz/ 45 mL,3.5,10,2500,38.0,38.0,no options,1,0,0,0
5711,1873223,Moroccanoil,Body Sunscreen,Sun Lotion 50 SPF,5 oz/ 150 mL,4.0,10,1600,32.0,32.0,no options,0,0,0,0
5712,1959758,Moroccanoil,Lip Sunscreen,Lip Balm SPF 20,0.5 oz/ 15 mL,2.5,12,1600,17.0,17.0,no options,0,0,0,0
5714,1873215,Moroccanoil,Body Sunscreen,Sun Lotion 30 SPF,5 oz/ 150 mL,4.0,6,1100,32.0,32.0,no options,0,0,0,0
5717,2177350,Moschino,Perfume,MOSCHINO TOY 2,1.7oz/50mL,4.5,55,6500,76.0,76.0, - 1.0oz/30mL Eau de Parfum Spray - 1.7oz/50mL Eau de Parfum Spray  - 3.4oz/100mL Eau de Parfum Spray - 0.3oz/10mL Eau de Parfum Travel Spray,1,0,0,0
5718,2329530,Moschino,Cologne,MOSCHINO TOY BOY,3.4 oz/ 100 mL,4.0,4,309,96.0,96.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray  - 0.3 oz/ 10 mL Eau de Parfum Spray,1,0,0,0
5719,2185759,Moschino,Rollerballs & Travel Size,MOSCHINO TOY 2 Travel Spray,0.3oz/10mL,5.0,5,2000,30.0,30.0,no options,1,0,0,0
5721,1865088,Moschino,Perfume,Moschino Fresh Couture,1.7 oz/ 50 mL,4.0,119,15300,62.0,62.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 101 mL Eau de Toilette Spray - 0.3 oz/ 10 mL Eau de Toilette Rollerball,0,0,0,0
5722,2329563,Moschino,Rollerballs & Travel Size,MOSCHINO TOY BOY Travel Spray,0.3 oz/ 10 mL,0.0,0,220,30.0,30.0, - 0.3 oz/ 10 mL Eau de Parfum Spray ,1,0,0,0
5723,2019354,Moschino,Rollerballs & Travel Size,Moschino Fresh Couture Rollerball,0.3 oz/ 10 mL,5.0,4,2100,28.0,28.0,no options,0,1,0,0
5736,1040815,Mugler,Perfume,Alien,2 oz/ 60 mL,4.5,862,24800,120.0,120.0, - 0.3oz/ 10 mL Eau de Parfum  - 1 oz/ 30 mL Eau de Parfum Refillable Spray - 2 oz/ 60 mL Eau de Parfum Spray  - 3 oz Eau de Parfum Refill Bottle,0,0,0,0
5737,193839,Mugler,Perfume,Angel,0.8 oz/ 25 mL,4.0,1000,21500,84.0,84.0, - 0.3oz/ 10 mL Eau de Parfum  - 1.7 oz/ 50 mL Eau de Parfum Shooting Star Refillable Spray - 2.6 oz/ 76 mL Eau de Parfum The New Star Refillable Spray - 3.4 oz/ 100 mL Eau de Parfum Refill Bottle - 0.8 oz/ 25 mL Eau de Parfum Shooting Star  Refillable Spray  - Out of stock: 0.8 oz Eau de Parfum Shooting Star Non-Refillable Spray,0,0,0,0
5738,2103190,Mugler,Rollerballs & Travel Size,Alien Travel Spray,0.3oz/ 10 mL,4.5,49,7300,30.0,30.0, - 0.3oz/ 10 mL Eau de Parfum  ,0,0,0,0
5739,2103182,Mugler,Rollerballs & Travel Size,Angel Travel Spray,0.3oz/ 10 mL,3.5,10,4000,30.0,30.0, - 0.3oz/ 10 mL Eau de Parfum  ,0,0,0,0
5740,1917384,Mugler,Body Mist & Hair Mist,Alien Hair Mist,1.0 oz/ 30 mL,4.5,25,4000,40.0,40.0,no options,0,0,0,0
5741,1138270,Mugler,Body Mist & Hair Mist,Angel Hair Mist,1 oz/ 30 mL,4.0,27,4100,40.0,40.0,no options,0,0,0,0
5742,1610898,Mugler,Perfume,Alien Eau Extraordinaire ,2 oz/ 60 mL,4.0,33,2000,70.0,70.0, - 2 oz/ 60 mL Eau de Toilette Spray  - 3 oz/ 90 mL Eau de Toilette Spray,0,0,0,0
5743,1207174,Murad,Moisturizers,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,1.7 oz,4.0,417,16600,65.0,65.0,no options,0,0,0,0
5745,2319390,Murad,Eye Creams & Treatments,Vitamin C Dark Circle Correcting Eye Serum,0.5 oz/ 15 mL,4.5,162,2500,62.0,62.0,no options,0,0,0,0
5749,2319333,Murad,Moisturizers,Retinol Youth Renewal Night Cream,1.7 oz/ 50 mL,4.5,114,3500,82.0,82.0,no options,0,0,0,0
5751,1172246,Murad,Face Serums,Advanced Active Radiance® Serum,1 oz,4.0,244,7900,90.0,90.0,no options,0,0,0,0
5752,1224724,Murad,Face Wash & Cleansers,Time Release Acne Cleanser,6.75 oz,4.5,853,27500,39.0,39.0,no options,0,0,0,0
5753,2255289,Murad,Face Serums,InvisiScar Resurfacing Treatment,0.5 oz/ 15 mL,4.5,345,14000,35.0,35.0,no options,0,0,0,0
5755,2210292,Murad,Moisturizers,Nutrient-Charged Water Gel,1.7 oz/ 50 mL,4.5,566,15400,60.0,60.0,no options,0,0,0,0
5759,2255271,Murad,Moisturizers,Oil and Pore Control Mattifier Broad Spectrum SPF 45 PA++++,1.7 oz/ 50 mL,4.0,396,6700,42.0,42.0,no options,0,1,0,0
5760,2210425,Murad,Moisturizers,Hydro-Dynamic® Ultimate Moisture,1.7 oz,4.5,429,14400,75.0,75.0,no options,0,0,0,0
5761,2319382,Murad,Face Serums,Vitamin C Glycolic Brightening Serum,1 oz/ 30 mL,4.5,166,1600,80.0,80.0,no options,0,1,0,0
5763,1021930,Murad,Face Serums,Post-Acne Spot Lightening Gel,1 oz,3.5,470,19900,68.0,68.0,no options,0,0,0,0
5764,654301,Murad,Moisturizers,Skin Perfecting Lotion - Blemish Prone/Oily Skin,1.7 oz,4.5,962,30900,42.0,42.0,no options,0,0,0,0
5766,1712264,Murad,Moisturizers,Anti-Aging Moisturizer SPF 30 PA+++,1.7 oz,4.0,112,9800,50.0,50.0,no options,0,0,0,0
